"tags","year_appeared","total_count"
"numberformatexception","2010",213
"numbers","2008",2806
"numeric","2008",552
"numerical","2008",184
"numerical-integration","2009",126
"numerical-methods","2009",376
"numpy","2008",17239
"numpy-broadcasting","2013",105
"numpy-ndarray","2014",48
"nunit","2008",3002
"nunit-3.0","2014",154
"nusoap","2008",301
"nutch","2008",535
"nuxt.js","2017",242
"nvarchar","2008",178
"nvcc","2009",179
"nvd3.js","2012",776
"nvidia","2008",734
"nvm","2011",216
"oauth","2008",7616
"oauth-2.0","2010",6131
"oauth2","2015",166
"obfuscation","2008",1110
"obiee","2010",150
"object","2008",15058
"object-detection","2008",528
"object-detection-api","2017",76
"object-literal","2008",207
"object-oriented-analysis","2010",167
"objectdatasource","2008",323
"objectify","2010",522
"objectinputstream","2009",180
"objective-c","2008",128827
"objective-c-blocks","2009",1309
"objective-c-category","2010",210
"objective-c-runtime","2008",326
"objective-c++","2009",493
"objectmapper","2015",246
"objectoutputstream","2008",152
"observable","2010",2143
"observablecollection","2008",1099
"observer-pattern","2008",747
"observers","2008",308
"ocaml","2008",2032
"oci","2008",222
"ocmock","2009",257
"ocr","2008",1393
"octave","2008",1174
"octobercms","2014",493
"octopress","2012",217
"octopus-deploy","2012",336
"oculus","2013",149
"ocx","2008",161
"odata","2010",2513
"odbc","2008",2788
"ode","2009",251
"odoo","2010",917
"odoo-10","2016",895
"odoo-11","2016",133
"odoo-8","2015",1039
"odoo-9","2015",675
"odp.net","2008",591
"office-addins","2008",397
"office-interop","2008",1279
"office-js","2015",928
"office365","2011",2122
"office365-apps","2013",205
"office365api","2015",432
"offline","2008",822
"offline-caching","2009",283
"offset","2009",763
"ofstream","2008",270
"ogg","2008",181
"ognl","2009",250
"ogre","2010",128
"oh-my-zsh","2013",236
"oidc","2016",83
"ojdbc","2010",143
"okhttp","2013",756
"okhttp3","2016",518
"okta","2014",171
"olap","2008",611
"olap-cube","2009",275
"ole","2008",494
"oledb","2008",1540
"oledbcommand","2009",142
"oledbconnection","2008",239
"omnet++","2011",291
"omniauth","2010",1061
"omnifaces","2012",251
"onactivityresult","2012",280
"onbackpressed","2011",166
"onbeforeunload","2008",335
"onblur","2009",220
"onchange","2008",972
"onclick","2008",3861
"onclicklistener","2010",1243
"oncreate","2010",303
"ondraw","2010",236
"one-hot-encoding","2014",90
"one-to-many","2008",1172
"one-to-one","2008",460
"onedrive","2008",599
"onenote","2009",142
"onesignal","2015",378
"onfocus","2009",186
"onitemclicklistener","2011",345
"onkeydown","2009",164
"onkeyup","2009",172
"onload","2008",678
"onmouseover","2009",292
"onpause","2011",171
"onresume","2009",255
"onsen-ui","2014",409
"onsubmit","2009",189
"ontology","2008",477
"ontouchevent","2010",378
"ontouchlistener","2010",548
"oop","2008",20870
"oozie","2012",670
"opacity","2008",839
"opc","2008",153
"opcode","2008",143
"open-source","2008",2100
"openai-gym","2016",82
"openal","2008",231
"openam","2011",214
"openapi","2014",145
"opencart","2009",1803
"opencart2.x","2012",466
"opencl","2009",1582
"opencsv","2010",192
"opencv","2008",15792
"opencv-contour","2015",89
"opencv3.0","2014",611
"opencv3.1","2016",131
"opencv4android","2014",139
"opendaylight","2014",136
"openedge","2008",323
"openembedded","2011",144
"openerp","2010",2789
"openerp-7","2013",356
"openerp-8","2013",223
"openfiledialog","2008",351
"openfire","2008",695
"openframeworks","2009",222
"opengl","2008",11077
"opengl-3","2009",251
"opengl-es","2008",5557
"opengl-es-2.0","2009",1602
"opengraph","2009",783
"openid","2008",1629
"openid-connect","2012",679
"openjdk","2009",416
"openjpa","2009",486
"openlayers","2009",1246
"openlayers-3","2012",932
"openldap","2008",555
"openmp","2008",1367
"openmpi","2009",295
"openni","2011",189
"opennlp","2010",233
"openoffice-calc","2009",206
"openoffice.org","2008",426
"openpyxl","2010",565
"openscenegraph","2009",113
"openshift","2012",2024
"openshift-origin","2012",223
"openssh","2008",308
"openssl","2008",4140
"openstack","2011",815
"openstreetmap","2009",1115
"opensuse","2008",294
"opentk","2010",248
"opentok","2012",241
"openvpn","2009",132
"openweathermap","2013",103
"openwrt","2010",271
"openxml","2008",1309
"openxml-sdk","2009",558
"opera","2008",877
"operating-system","2008",3515
"operation","2009",127
"operator-keyword","2008",617
"operator-overloading","2008",2506
"operator-precedence","2008",315
"operators","2008",2654
"optaplanner","2012",209
"optimization","2008",11797
"option","2008",592
"optional","2009",997
"optional-parameters","2008",469
"options","2008",604
"oracle","2008",37002
"oracle-adf","2008",668
"oracle-apex","2008",1052
"oracle-apex-5","2015",169
"oracle-apex-5.1","2017",101
"oracle-sqldeveloper","2008",1442
"oracle10g","2008",2622
"oracle11g","2008",6337
"oracle11gr2","2010",153
"oracle12c","2013",793
"oracle9i","2008",267
"oracleforms","2008",288
"orbeon","2010",358
"orchardcms","2010",1596
"ordereddictionary","2009",165
"orders","2010",228
"org-mode","2009",639
"organization","2008",300
"orientation","2009",1587
"orientdb","2009",1064
"orm","2008",7898
"ormlite","2010",645
"ormlite-servicestack","2012",385
"os.system","2009",123
"os.walk","2010",128
"osb","2010",161
"oscommerce","2009",150
"osdev","2008",191
"osgi","2008",2582
"osgi-bundle","2012",319
"osmdroid","2010",401
"ostream","2009",185
"osx-elcapitan","2014",531
"osx-lion","2009",1076
"osx-mavericks","2013",901
"osx-mountain-lion","2011",719
"osx-snow-leopard","2009",730
"osx-yosemite","2013",922
"otp","2009",305
"out","2008",176
"out-of-memory","2008",2546
"outer-join","2008",502
"outliers","2009",166
"outline","2008",125
"outlook","2008",5041
"outlook-2007","2008",275
"outlook-2010","2009",398
"outlook-addin","2008",1248
"outlook-redemption","2008",151
"outlook-restapi","2015",284
"outlook-vba","2008",764
"outlook-web-addins","2014",164
"output","2008",1811
"output-buffering","2008",190
"outputcache","2008",381
"outputstream","2008",469
"overflow","2008",1756
"overlap","2008",424
"overlapping","2010",228
"overlay","2008",1493
"overload-resolution","2009",239
"overloading","2008",1405
"override","2008",2526
"overwrite","2008",354
"owasp","2008",276
"owin","2013",2143
"owl","2008",593
"owl-api","2010",100
"owl-carousel","2013",427
"owncloud","2012",145
"ownership","2009",142
"oxyplot","2013",167
"p-value","2013",72
"p2","2008",201
"p2p","2008",664
"p5.js","2014",241
"paas","2010",189
"pack","2008",181
"package","2008",2977
"package-managers","2008",350
"package.json","2014",526
"packages","2008",1439
"packaging","2008",752
"packer","2009",192
"packet","2008",371
"packet-capture","2008",216
"packet-sniffers","2009",206
"packets","2008",104
"padding","2008",1099
"padrino","2010",242
"page-break","2008",146
"page-lifecycle","2008",259
"page-refresh","2009",315
"pagedlist","2009",119
"pageload","2008",340
"pageobjects","2011",249
"pager","2009",159
"pagespeed","2009",411
"pagination","2008",5404
"paging","2008",833
"paho","2014",212
"paint","2008",863
"paintcomponent","2009",403
"palindrome","2008",300
"pam","2009",135
"pan","2009",134
"pandas","2011",25640
"pandas-groupby","2013",510
"pandoc","2010",596
"panel","2008",1186
"panel-data","2012",83
"paper-elements","2014",166
"paperclip","2008",2104
"paperjs","2011",241
"paragraph","2009",164
"parallax","2011",663
"parallel-processing","2008",5448
"parallel.foreach","2011",250
"parallels","2008",148
"parameter-passing","2008",2105
"parameterized","2008",201
"parameters","2008",5887
"paramiko","2008",548
"params","2008",496
"paraview","2010",140
"parcelable","2009",603
"parent","2008",856
"parent-child","2008",1442
"parentheses","2009",259
"parquet","2014",488
"parse-error","2009",156
"parse-server","2015",583
"parsec","2009",245
"parseint","2009",214
"parser-combinators","2009",175
"parsing","2008",16864
"parsley.js","2013",310
"partial","2008",501
"partial-classes","2008",210
"partial-views","2008",1165
"partials","2008",329
"particle-system","2010",141
"particles","2009",124
"partition","2013",215
"partitioning","2008",719
"pascal","2008",645
"pascalscript","2008",210
"pass-by-reference","2008",1404
"pass-by-value","2008",334
"passbook","2012",218
"passenger","2008",1691
"passport-local","2014",249
"passport.js","2012",1990
"password-encryption","2009",351
"password-hash","2008",110
"password-protection","2008",552
"passwords","2008",3360
"paste","2008",482
"patch","2008",847
"path","2008",5287
"path-finding","2008",405
"pattern-matching","2008",2858
"pattern-recognition","2008",172
"pause","2010",105
"payload","2009",153
"payment","2008",972
"payment-gateway","2008",1479
"payment-processing","2009",264
"paypal","2008",7125
"paypal-adaptive-payments","2009",436
"paypal-ipn","2009",945
"paypal-rest-sdk","2013",331
"paypal-sandbox","2010",1224
"paypal-subscriptions","2009",265
"pbs","2009",95
"pca","2009",436
"pcap","2008",353
"pcm","2009",256
"pcre","2008",813
"pdb","2008",310
"pdb-files","2008",178
"pdf","2008",15255
"pdf-generation","2008",2774
"pdf.js","2012",229
"pdfbox","2010",788
"pdfkit","2008",251
"pdflatex","2009",178
"pdfsharp","2008",330
"pdftk","2009",151
"pdo","2008",7811
"pear","2008",781
"pecl","2008",308
"peewee","2012",302
"pem","2009",262
"pentaho","2008",1226
"pentaho-data-integration","2011",148
"pentaho-spoon","2014",201
"peoplesoft","2008",117
"pep8","2008",271
"percentage","2012",504
"percentile","2009",104
"perceptron","2009",104
"percona","2011",204
"perf","2011",174
"perfect-forwarding","2010",156
"perforce","2008",1145
"performance","2008",36492
"performance-testing","2008",1320
"performancecounter","2008",477
"period","2009",110
"perl","2008",22234
"perl-data-structures","2008",142
"perl-module","2008",546
"perl6","2008",306
"permalinks","2008",599
"permission-denied","2008",385
"permissions","2008",5550
"permutation","2008",1112
"persian","2008",179
"persist","2009",160
"persistence","2008",2030
"persistence.xml","2010",186
"persistent","2008",277
"persistent-storage","2008",142
"perspective","2009",219
"petapoco","2011",210
"pexpect","2008",209
"pfquery","2013",183
"pfx","2008",168
"pg","2010",260
"pg-dump","2008",149
"pgadmin","2008",395
"pgadmin-4","2016",94
"pgp","2008",222
"phabricator","2012",219
"phalcon","2012",902
"phantomjs","2011",3110
"pharo","2009",316
"phaser-framework","2014",440
"phasset","2014",136
"phing","2008",219
"phoenix","2013",247
"phoenix-framework","2014",1485
"phone-call","2008",351
"phone-number","2008",456
"phonegap","2011",621
"phonegap-build","2011",1118
"phonegap-plugins","2011",1839
"photo","2008",687
"photo-gallery","2008",228
"photos","2008",253
"photoshop","2008",782
"photoshop-script","2010",132
"php","2008",472651
"php-5.3","2008",627
"php-5.4","2012",177
"php-5.5","2013",235
"php-5.6","2014",322
"php-7","2011",908
"php-7.1","2013",210
"php-7.2","2017",67
"php-carbon","2013",317
"php-curl","2013",161
"php-extension","2009",430
"php-ini","2010",155
"phpbb","2008",221
"phpbb3","2008",200
"phpdoc","2008",476
"phpexcel","2010",1419
"phpmailer","2008",1462
"phpmyadmin","2008",4638
"phpseclib","2009",218
"phpspreadsheet","2016",62
"phpstorm","2008",2789
"phpunit","2008",4026
"phpword","2012",185
"physics","2008",901
"pi","2008",161
"pic","2008",403
"picasa","2008",192
"picasso","2013",901
"picker","2008",261
"pickle","2008",969
"picturebox","2008",757
"pid","2008",551
"pie-chart","2009",800
"pika","2011",166
"pillow","2010",456
"pinchzoom","2011",259
"ping","2008",723
"pinterest","2012",339
"pinvoke","2008",1602
"pip","2008",3989
"pipe","2008",2444
"pipeline","2008",713
"pipenv","2017",67
"piping","2009",134
"pivot","2008",2180
"pivot-table","2008",1485
"pivotal-cloud-foundry","2015",207
"pixel","2008",693
"pixels","2008",324
"pixelsense","2008",159
"pixi.js","2013",204
"pjax","2011",212
"pjsip","2009",394
"pkcs#11","2009",179
"pkcs#12","2009",136
"pkcs#7","2008",152
"pki","2008",206
"placeholder","2008",667
"plaintext","2008",194
"platform","2008",293
"playback","2008",377
"playframework","2009",7748
"playframework-1.x","2011",373
"playframework-2.0","2011",3597
"playframework-2.1","2012",511
"playframework-2.2","2012",583
"playframework-2.3","2014",500
"playframework-2.4","2015",291
"playframework-2.5","2013",254
"playlist","2009",218
"plc","2008",217
"plesk","2009",588
"plink","2008",100
"plist","2008",1404
"plone","2008",1662
"plot","2008",7267
"plotly","2013",1182
"plotly-dash","2017",41
"plpgsql","2008",1109
"plsql","2008",6816
"plsqldeveloper","2009",365
"plugins","2008",8737
"plupload","2010",282
"plyr","2009",693
"pm2","2013",447
"pmd","2008",364
"png","2008",2206
"pocketsphinx","2014",125
"poco","2008",800
"poco-libraries","2009",246
"podio","2013",132
"point","2008",487
"point-cloud-library","2012",336
"point-clouds","2009",218
"point-of-sale","2008",158
"pointer-arithmetic","2008",159
"pointers","2008",13494
"points","2008",201
"poisson","2009",90
"pojo","2008",577
"poker","2008",112
"polar-coordinates","2008",106
"policy","2008",272
"polling","2008",442
"poltergeist","2012",231
"polyfills","2010",260
"polygon","2008",1079
"polygons","2008",190
"polyline","2009",305
"polymer","2013",3797
"polymer-1.0","2015",1116
"polymer-2.x","2016",392
"polymorphic-associations","2009",614
"polymorphism","2008",3016
"polynomial-math","2008",174
"polynomials","2011",125
"pom.xml","2008",1340
"pool","2008",322
"pop","2008",158
"pop3","2008",374
"popen","2008",624
"popover","2009",694
"populate","2008",282
"popup","2008",3337
"popupmenu","2008",233
"popupwindow","2008",552
"port","2008",1713
"portability","2008",600
"portable-class-library","2011",816
"portable-executable","2008",243
"portal","2008",302
"portaudio","2009",115
"portfolio","2009",132
"portforwarding","2008",367
"porting","2008",571
"portlet","2008",854
"portrait","2008",153
"ports","2008",203
"pos-tagger","2010",127
"position","2008",2573
"positioning","2008",999
"posix","2008",1826
"posixct","2009",214
"post","2008",11975
"post-build-event","2008",255
"post-increment","2008",164
"postal-code","2008",147
"postback","2008",1287
"postcss","2015",206
"postfix-mta","2008",408
"postfix-notation","2009",125
"postgis","2008",1199
"postgresql","2008",37978
"postgresql-10","2017",50
"postgresql-8.4","2011",160
"postgresql-9.1","2011",771
"postgresql-9.2","2012",467
"postgresql-9.3","2009",593
"postgresql-9.4","2014",405
"postgresql-9.5","2015",268
"postgresql-9.6","2016",181
"postgresql-performance","2011",140
"postman","2013",1362
"postmessage","2008",248
"posts","2010",238
"postscript","2008",348
"postsharp","2008",429
"pouchdb","2010",539
"pow","2009",186
"power-management","2008",180
"powerapps","2016",80
"powerbi","2014",1170
"powerbi-desktop","2018",12
"powerbi-embedded","2016",154
"powerbuilder","2008",435
"powercli","2010",105
"powermock","2009",640
"powermockito","2011",289
"powerpc","2008",210
"powerpivot","2010",361
"powerpoint","2008",1457
"powerpoint-vba","2008",449
"powerquery","2014",317
"powershell","2008",22408
"powershell-ise","2009",167
"powershell-remoting","2008",343
"powershell-v2.0","2009",1421
"powershell-v3.0","2011",958
"powershell-v4.0","2013",455
"powershell-v5.0","2014",244
"pragma","2008",297
"prawn","2008",326
"pre","2009",156
"pre-commit-hook","2009",186
"precision","2008",1070
"precompile","2009",201
"precompiled-headers","2008",161
"predicate","2008",535
"predict","2009",210
"prediction","2009",432
"preference","2010",154
"preferenceactivity","2009",314
"preferences","2008",617
"prefetch","2008",157
"prefix","2008",341
"preg-match","2009",1800
"preg-match-all","2009",617
"preg-replace","2008",2035
"preg-replace-callback","2008",117
"preg-split","2009",180
"preload","2009",278
"preloader","2008",244
"prepared-statement","2008",2043
"prepend","2009",162
"preprocessor","2008",515
"preprocessor-directive","2008",200
"prerender","2010",157
"presentation","2008",162
"presentmodalviewcontroller","2009",234
"presentviewcontroller","2014",192
"prestashop","2009",1802
"prestashop-1.5","2012",199
"prestashop-1.6","2014",808
"prestashop-1.7","2016",259
"presto","2012",66
"pretty-print","2008",399
"prettyphoto","2010",144
"preventdefault","2009",289
"preview","2008",511
"price","2016",128
"primary-key","2008",1543
"prime-factoring","2008",130
"primefaces","2010",7140
"primeng","2016",674
"primes","2008",789
"primitive","2008",365
"primitive-types","2008",319
"printers","2008",183
"printf","2008",2347
"printing","2008",7191
"println","2009",154
"printwriter","2009",179
